2026-03-04 23:44:11,311 - INFO - 爬虫启动
2026-03-04 23:47:28,667 - INFO - [4] Alford, Mark: 在 in the news 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:47:28,669 - INFO - [4] Alford, Mark: 还有 36 篇文章需要检查内容
2026-03-04 23:47:30,844 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:47:30,845 - INFO - [3] Aguilar, Pete: 还有 73 篇文章需要检查内容
2026-03-04 23:47:45,858 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-04 23:47:46,775 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-04 23:47:47,574 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-04 23:47:48,004 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-04 23:47:49,705 - INFO - [4] Alford, Mark: 在 in the news 最终找到 0 篇涉华文章
2026-03-04 23:47:49,716 - INFO - 已保存 1 篇文章到 representatives_website_china_related_articles.csv
2026-03-04 23:47:49,716 - INFO - 爬虫结束
2026-03-04 23:47:52,886 - INFO - 爬虫启动
2026-03-04 23:47:53,017 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-04 23:47:53,017 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-04 23:47:53,017 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-04 23:47:53,018 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-04 23:47:53,018 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-04 23:47:56,626 - INFO - [4] Alford, Mark: 找到 11 个新闻相关链接
2026-03-04 23:47:56,792 - INFO - [5] Allen, Rick: 找到 10 个新闻相关链接
2026-03-04 23:47:57,803 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-04 23:47:58,447 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-04 23:47:59,251 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-04 23:48:00,716 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:00,716 - INFO - [5] Allen, Rick: 还有 84 篇文章需要检查内容
2026-03-04 23:48:00,910 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:00,911 - INFO - [4] Alford, Mark: 还有 79 篇文章需要检查内容
2026-03-04 23:48:01,378 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:01,378 - INFO - [2] Aderholt, Robert: 还有 48 篇文章需要检查内容
2026-03-04 23:48:01,540 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:01,540 - INFO - [3] Aguilar, Pete: 还有 53 篇文章需要检查内容
2026-03-04 23:48:03,165 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:03,166 - INFO - [1] Adams, Alma: 还有 44 篇文章需要检查内容
2026-03-04 23:48:19,721 - INFO - [4] Alford, Mark: 潜在文章中发现涉华内容 - Mark Alford's America Archive...
2026-03-04 23:48:19,722 - INFO - [4] Alford, Mark: 在 media 最终找到 1 篇涉华文章
2026-03-04 23:48:19,930 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-04 23:48:19,945 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-04 23:48:21,515 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-04 23:48:22,739 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:22,739 - INFO - [1] Adams, Alma: 还有 45 篇文章需要检查内容
2026-03-04 23:48:22,950 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:22,950 - INFO - [5] Allen, Rick: 还有 59 篇文章需要检查内容
2026-03-04 23:48:24,388 - INFO - [4] Alford, Mark: 成功提取文章 - Mark Alford's America Archive...
2026-03-04 23:48:25,054 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-04 23:48:25,784 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:25,784 - INFO - [3] Aguilar, Pete: 还有 53 篇文章需要检查内容
2026-03-04 23:48:26,799 - INFO - [4] Alford, Mark: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:26,799 - INFO - [4] Alford, Mark: 还有 54 篇文章需要检查内容
2026-03-04 23:48:28,208 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:28,208 - INFO - [2] Aderholt, Robert: 还有 77 篇文章需要检查内容
2026-03-04 23:48:42,927 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-04 23:48:44,206 - INFO - [4] Alford, Mark: 在 press releases 最终找到 0 篇涉华文章
2026-03-04 23:48:46,069 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:46,069 - INFO - [5] Allen, Rick: 还有 46 篇文章需要检查内容
2026-03-04 23:48:46,455 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-04 23:48:46,607 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-04 23:48:47,612 - INFO - [4] Alford, Mark: 在 in the news 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:47,612 - INFO - [4] Alford, Mark: 还有 36 篇文章需要检查内容
2026-03-04 23:48:48,305 - INFO - [2] Aderholt, Robert: 在 media 最终找到 0 篇涉华文章
2026-03-04 23:48:49,613 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:49,613 - INFO - [3] Aguilar, Pete: 还有 73 篇文章需要检查内容
2026-03-04 23:48:51,926 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:51,926 - INFO - [1] Adams, Alma: 还有 76 篇文章需要检查内容
2026-03-04 23:48:53,184 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-04 23:48:53,184 - INFO - [2] Aderholt, Robert: 还有 77 篇文章需要检查内容
2026-03-04 23:49:04,636 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-04 23:49:05,258 - INFO - [4] Alford, Mark: 在 in the news 最终找到 0 篇涉华文章
2026-03-04 23:49:09,522 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-04 23:49:13,158 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-04 23:49:15,356 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-04 23:49:15,358 - INFO - 已保存 1 篇文章到 representatives_website_china_related_articles.csv
2026-03-04 23:49:15,359 - INFO - 爬虫结束
2026-03-05 00:05:35,932 - INFO - 爬虫启动
2026-03-05 00:05:36,046 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:05:36,046 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:05:36,046 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:05:36,046 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:05:36,046 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:05:39,733 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:05:39,735 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:05:40,150 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:05:40,262 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:05:40,651 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:05:42,921 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:05:43,910 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:05:44,358 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:05:44,428 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:05:45,321 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:02,510 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-05 00:06:04,035 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-05 00:06:04,108 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:06:06,583 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:06,929 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:06,983 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:06:07,914 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:10,168 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:19,519 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:06:24,582 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:06:27,793 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-05 00:06:29,391 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:06:31,797 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:32,193 - INFO - [2] Aderholt, Robert: 在 media 最终找到 2 篇涉华文章
2026-03-05 00:06:32,210 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:33,145 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-05 00:06:34,982 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:06:36,326 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:38,408 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:06:42,674 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:06:51,234 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-05 00:06:56,575 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-05 00:06:58,171 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-05 00:07:01,121 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:07:38,727 - INFO - 爬虫启动
2026-03-05 00:07:38,856 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:07:38,857 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:07:38,857 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:07:38,857 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:07:38,857 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:07:41,862 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:07:42,532 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:07:42,912 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:07:43,493 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:07:44,147 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:07:45,093 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:07:45,654 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:07:45,789 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:07:45,903 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:07:49,304 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:00,072 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:08:02,158 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:08:04,518 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:04,564 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:06,175 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-05 00:08:06,985 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-05 00:08:10,808 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:11,749 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:08:12,123 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:16,515 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:08:24,607 - INFO - [2] Aderholt, Robert: 在 media 最终找到 2 篇涉华文章
2026-03-05 00:08:27,908 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-05 00:08:27,991 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:08:30,448 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:33,133 - INFO - [2] Aderholt, Robert: 文章日期早于2021年，跳过
2026-03-05 00:08:33,881 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:08:36,774 - INFO - [5] Allen, Rick: 在 newsletters 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:37,673 - INFO - [2] Aderholt, Robert: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:37,909 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-05 00:08:41,317 - INFO - [1] Adams, Alma: 在 media center 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:08:50,406 - INFO - [3] Aguilar, Pete: 在 press 最终找到 0 篇涉华文章
2026-03-05 00:08:54,918 - INFO - [2] Aderholt, Robert: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:08:57,355 - INFO - [5] Allen, Rick: 在 newsletters 最终找到 0 篇涉华文章
2026-03-05 00:08:58,924 - INFO - [1] Adams, Alma: 在 media center 最终找到 0 篇涉华文章
2026-03-05 00:09:47,978 - INFO - 爬虫启动
2026-03-05 00:09:48,111 - INFO - [1] 正在处理: Adams, Alma - https://adams.house.gov
2026-03-05 00:09:48,111 - INFO - [2] 正在处理: Aderholt, Robert - https://aderholt.house.gov/
2026-03-05 00:09:48,111 - INFO - [3] 正在处理: Aguilar, Pete - https://aguilar.house.gov/
2026-03-05 00:09:48,111 - INFO - [4] 正在处理: Alford, Mark - https://alford.house.gov
2026-03-05 00:09:48,112 - INFO - [5] 正在处理: Allen, Rick - https://allen.house.gov
2026-03-05 00:09:51,427 - INFO - [1] Adams, Alma: 找到 14 个新闻相关链接
2026-03-05 00:09:52,213 - INFO - [3] Aguilar, Pete: 找到 5 个新闻相关链接
2026-03-05 00:09:52,267 - INFO - [2] Aderholt, Robert: 找到 7 个新闻相关链接
2026-03-05 00:09:52,780 - INFO - [5] Allen, Rick: 找到 4 个新闻相关链接
2026-03-05 00:09:53,266 - INFO - [4] Alford, Mark: 找到 6 个新闻相关链接
2026-03-05 00:09:55,416 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:09:55,818 - INFO - [1] Adams, Alma: 在 social media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:09:56,014 - INFO - [4] Alford, Mark: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:09:56,821 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:09:57,421 - INFO - [5] Allen, Rick: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:13,755 - INFO - [1] Adams, Alma: 在 social media 最终找到 0 篇涉华文章
2026-03-05 00:10:15,091 - INFO - [5] Allen, Rick: 在 media 最终找到 0 篇涉华文章
2026-03-05 00:10:15,210 - INFO - [3] Aguilar, Pete: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:10:18,112 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:18,274 - INFO - [1] Adams, Alma: 在 job postings 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:18,306 - INFO - [2] Aderholt, Robert: 在 newsletter subscribe 最终找到 0 篇涉华文章
2026-03-05 00:10:20,363 - INFO - [5] Allen, Rick: 在 press releases 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:22,297 - INFO - [2] Aderholt, Robert: 在 media 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:30,514 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - American Strength...
2026-03-05 00:10:34,211 - INFO - [2] Aderholt, Robert: 潜在文章中发现涉华内容 - Faith and Religious Freedom...
2026-03-05 00:10:36,784 - INFO - [3] Aguilar, Pete: 在 newsletter unsubscribe 最终找到 0 篇涉华文章
2026-03-05 00:10:38,379 - INFO - [1] Adams, Alma: 在 job postings 最终找到 0 篇涉华文章
2026-03-05 00:10:40,125 - INFO - [5] Allen, Rick: 在 press releases 最终找到 0 篇涉华文章
2026-03-05 00:10:40,344 - INFO - [3] Aguilar, Pete: 在 press 找到 0 篇标题含涉华关键词的文章
2026-03-05 00:10:40,584 - INFO - [2] Aderholt, Robert: 在 media 最终找到 2 篇涉华文章
